Field Comm	Delta	Reporting Unit	Location	Capability	Component	Squadron Type	Mission	Task Number	Task Title	Task Full Name	MET Display Title	MET Analytics Series	MET Analytics Code	MET Analytics Name	MET Analytics Sort	MET Measure Full Name	Measure	Criteria Met	REMARK
Field Comm 3	02	0015 SPACE SURVEILLANCE SQ 0000	Buckley Space Force Base	5SB0A	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X405	Other functional based standards	13	X405 - Provides or receives adequate security and force protection in support of operations	Provides or receives adequate security and force protection in support of operations	Y	rra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	02	0015 SPACE SURVEILLANCE SQ 0001	Peterson Space Force Base	5SB0A	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X405	Other functional based standards	13	X405 - Provides or receives adequate security and force protection in support of operations	Provides or receives adequate security and force protection in support of operations	Y	ipsum odor amet, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	02	0020 SPACE SURVEILLANCE SQ 0000	Buckley Space Force Base	5SBRA	Guard	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X405	Other functional based standards	13	X405 - Provides or receives adequate security and force protection in support of operations	Provides or receives adequate security and force protection in support of operations	Y	ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	02	0015 SPACE SURVEILLANCE SQ 0000	Los Angeles Air Force Base	5SB0A	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X405	Other functional based standards	13	X405 - Provides or receives adequate security and force protection in support of operations	Provides or receives adequate security and force protection in support of operations	Y	elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	02	0015 SPACE SURVEILLANCE SQ 0001	Patrick Space Force Base	5SB0A	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X405	Other functional based standards	13	X405 - Provides or receives adequate security and force protection in support of operations	Provides or receives adequate security and force protection in support of operations	N	X405 - udin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	02	0020 SPACE SURVEILLANCE SQ 0000	Schriever Space Force Base	5SBRA	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X405	Other functional based standards	13	X405 - Provides or receives adequate security and force protection in support of operations	Provides or receives adequate security and force protection in support of operations	Y	X405 - o arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	02	0015 SPACE SURVEILLANCE SQ 0001	Cheyenne Mountain Space Force Station	5SB0A	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X406	Other functional based standards	13	X406 - Provides or receives scheduled maintenance within designated maintenance timing standards	Provides or receives scheduled maintenance within designated maintenance timing standards	Y	us torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	02	0015 SPACE SURVEILLANCE SQ 0002	Patrick Space Force Base	5SB0A	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X406	Other functional based standards	13	X406 - Provides or receives scheduled maintenance within designated maintenance timing standards	Provides or receives scheduled maintenance within designated maintenance timing standards	Y	ctum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	02	0020 SPACE SURVEILLANCE SQ 0000	Peterson Space Force Base	5SBRA	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X406	Other functional based standards	13	X406 - Provides or receives scheduled maintenance within designated maintenance timing standards	Provides or receives scheduled maintenance within designated maintenance timing standards	Y	, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	03	0005 ELECTROMAG WARFARE SQ 0000	Cape Cod Space Force Station	ESDAA	Active	Force Generation	Core	SN 3.5	Provide Space Capabilities	SN 3.5 - Provide Space Capabilities	Provide Space Capabilities in CDO Environments	X	X406	Other functional based standards	13	X406 - Provides or receives scheduled maintenance within designated maintenance timing standards	Provides or receives scheduled maintenance within designated maintenance timing standards	N	X406 - neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	05	0005 SPACE DE 0000	Cape Cod Space Force Station	7FVXA	Active	Force Generation	Core	AFTA 3.5.4.2.1	Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces	AFTA 3.5.4.2.1 - Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces	Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces in CDO Environments	X	X406	Other functional based standards	13	X406 - Provides or receives scheduled maintenance within designated maintenance timing standards	Provides or receives scheduled maintenance within designated maintenance timing standards	Y	us torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
